continente,pais,UF,via_de_acesso,ano,mes,data,total_chegadas
Europa,Reino Unido,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,144
Europa,República Tcheca,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,8
Europa,República Tcheca,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,5
Europa,Romênia,Pernambuco (PE) - Brasil,Marítima,2019,4,01/04/2019,1
Europa,Romênia,Pernambuco (PE) - Brasil,Marítima,2019,5,01/05/2019,2
Europa,Romênia,Pernambuco (PE) - Brasil,Marítima,2019,7,01/07/2019,2
Europa,Romênia,Pernambuco (PE) - Brasil,Marítima,2019,8,01/08/2019,2
Europa,Romênia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,12
Europa,Rússia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,7
Europa,Rússia,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,1
Europa,Rússia,Pernambuco (PE) - Brasil,Marítima,2019,5,01/05/2019,2
Europa,Rússia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,262
Europa,Rússia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,7
Europa,Sérvia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,5
Europa,Suécia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,54
Europa,Suécia,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,3
Europa,Suécia,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,1
Europa,Suécia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,17
Europa,Suécia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,19
Europa,Suíça,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,208
Europa,Suíça,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,1
Europa,Suíça,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,4
Europa,Suíça,Pernambuco (PE) - Brasil,Marítima,2019,5,01/05/2019,1
Europa,Suíça,Pernambuco (PE) - Brasil,Marítima,2019,6,01/06/2019,3
Europa,Suíça,Pernambuco (PE) - Brasil,Marítima,2019,9,01/09/2019,8
Europa,Suíça,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,10
Europa,Suíça,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,150
Europa,Suíça,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,27
Europa,Turquia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,7
Europa,Turquia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,4
Europa,Ucrânia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,7
Europa,Ucrânia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,89
Europa,Ucrânia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,7
Oceania,Austrália,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,16
Oceania,Austrália,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,2
Oceania,Austrália,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,2
Oceania,Austrália,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,95
Oceania,Austrália,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,7
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,1
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,3
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,2
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,13
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,7
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,394
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,442
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,854
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,240
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,109
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,195
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,103
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,98
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,157
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,188
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,93
África,África do Sul,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,256
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,371
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,221
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,282
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,240
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,206
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,154
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,205
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,311
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,234
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,198
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,6
África,Angola,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,12
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,6
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,14
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,12
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,5
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,2
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,3
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,1
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,2
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,3
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,5
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,3
África,Cabo Verde,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,17
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,29
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,43
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,75
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,48
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,52
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,52
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,61
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,58
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,12
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,28
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,31
África,Egito,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,90
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,1
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,3
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,2
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,3
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,2
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,5
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,22
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,3
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,8
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,1
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,8
África,Gana,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,7
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,240
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,315
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,300
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,241
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,63
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,182
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,208
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,384
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,158
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,121
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,172
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,246
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,368
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,252
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,128
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,42
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,33
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,24
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,41
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,52
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,54
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,12
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,2
África,Moçambique,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,3
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,39
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,9
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,59
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,35
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,26
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,14
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,18
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,9
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,40
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,22
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,27
África,Nigéria,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,15
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,70
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,79
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,113
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,65
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,82
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,99
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,106
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,87
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,99
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,114
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,153
África,Outros países da África,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,84
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,2
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,9
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,11
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,2
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,8
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,18
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,2
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,5
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,12
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,11
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,6
África,Quênia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,6
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,37
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,61
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,242
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,68
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,27
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,45
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,55
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,60
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,30
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,17
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,53
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,107
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,197
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,115
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,167
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,239
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,115
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,93
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,129
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,160
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,165
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,176
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,181
América Central e Caribe,Costa Rica,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,176
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,37
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,20
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,35
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,48
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,34
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,31
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,52
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,29
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,36
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,25
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,32
América Central e Caribe,Cuba,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,48
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,29
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,51
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,43
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,54
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,35
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,70
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,46
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,48
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,77
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,44
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,53
América Central e Caribe,El Salvador,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,47
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,67
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,70
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,83
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,123
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,44
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,96
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,142
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,73
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,87
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,66
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,173
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,142
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,3
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,7
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,11
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,5
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,12
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,11
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,20
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,10
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,17
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,11
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,8
América Central e Caribe,Haiti,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,17
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,26
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,32
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,45
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,40
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,19
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,41
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,47
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,35
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,67
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,41
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,57
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,53
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,4
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,9
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,59
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,29
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,7
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,20
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,7,01/07/2019,24
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,8,01/08/2019,29
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,9,01/09/2019,19
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,10,01/10/2019,14
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,11,01/11/2019,27
América Central e Caribe,Nicarágua,Rio de Janeiro (RJ) - Brasil,Aérea,2019,12,01/12/2019,23
América Central e Caribe,Outros países da América Central e Caribe,Rio de Janeiro (RJ) - Brasil,Aérea,2019,1,01/01/2019,28
América Central e Caribe,Outros países da América Central e Caribe,Rio de Janeiro (RJ) - Brasil,Aérea,2019,2,01/02/2019,29
América Central e Caribe,Outros países da América Central e Caribe,Rio de Janeiro (RJ) - Brasil,Aérea,2019,3,01/03/2019,62
América Central e Caribe,Outros países da América Central e Caribe,Rio de Janeiro (RJ) - Brasil,Aérea,2019,4,01/04/2019,36
América Central e Caribe,Outros países da América Central e Caribe,Rio de Janeiro (RJ) - Brasil,Aérea,2019,5,01/05/2019,24
América Central e Caribe,Outros países da América Central e Caribe,Rio de Janeiro (RJ) - Brasil,Aérea,2019,6,01/06/2019,26
